"RATING_TYPE","AVG_RATING"
"CABIN_STAFF_SERVICE",1.946813495782568
"SEAT_COMFORT",1.5713286713286714
"FOOD_AND_BEVERAGES",1.3666519239274657
"WIFI_AND_CONNECTIVITY",1.130039011703511
"INFLIGHT_ENTERTAINMENT",1.1093302804808243
